Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / facilityTypeCode",facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using its geographic coordinates.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / geoCoordinate / latitude",latitude,string,,maxLength=20,,33.629152,"Latitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / geoCoordinate / longitude",longitude,string,,maxLength=20,,-118.587187,"Longitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupLocation / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / utilizedTransportEquipments / pickupInformation / pickupNumber",pickupNumber,string,,maxLength=50,,780379,"A pickup number is a generated number assigned to each import container individually.
A trucker picking up a container must present the correct pickup number.
If the pickup number is incorrect, the trucker will have his pickup request denied.",
"ArrivalNotice / utilizedTransportEquipments / references",references,"Reference list",,,,,"A list of `References`",
"ArrivalNotice / utilizedTransportEquipments / references / type",type,string,,maxLength=3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CA` (Carrier’s Reference)
- `CR` (Customer’s Reference)
- `AKG` (Vehicle Identification Number)
- `CPR` (Canadian Pacific Railway System)
- `CNR` (Canadian National Railway Unit)
- `VBN` (V-Bond Number)",
"ArrivalNotice / utilizedTransportEquipments / references / value",value,string,,maxLength=35,,HHL00103004,"The value of the reference.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation",returnInformation,ReturnInformation,,,,,"Groups the information regarding empty-equipment return.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnInstructions",returnInstructions,string,,maxLength=5000,,"Please place the container...","Instructions for returning the empty equipment.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation",returnLocation,Location,,,,,"The equipment handling facility where container is to be returned by the consignee or the appointed logistics partner.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address",address,Address,,,,,"Location address",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / facilityTypeCode",facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using its geographic coordinates.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / geoCoordinate / latitude",latitude,string,,maxLength=20,,33.629152,"Latitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / geoCoordinate / longitude",longitude,string,,maxLength=20,,-118.587187,"Longitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / returnLocation / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / utilizedTransportEquipments / returnInformation / turnInReference",turnInReference,string,,maxLength=50,,HLCSTD45,"Code or reference required when returning equipment to the depot.",
"ArrivalNotice / utilizedTransportEquipments / seals",seals,"Seal list",,,,,"A list of `Seals`",
"ArrivalNotice / utilizedTransportEquipments / seals / number",number,string,,maxLength=15,,VET123,"Identifies a seal affixed to the container.",
"ArrivalNotice / utilizedTransportEquipments / seals / source",source,string,,maxLength=10,,CUS,"The source of the seal, namely who has affixed the seal.
- `CAR` (Carrier)
- `SHI` (Shipper)
- `PHY` (Phytosanitary)
- `VET` (Veterinary)
- `CUS` (Customs)

In [UN/EDIFACT 16A 9303](https://unece.org/fileadmin/DAM/trade/untdid/d16a/tred/tred9303.htm),
both VET (Veterinary) and PHY (Phytosanitary) map to AC (Quarantine agency).",
"ArrivalNotice / utilizedTransportEquipments / shippingMarks",shippingMarks,"string list",,"maxItems=50
maxLength=35",,,"A list of the `ShippingMarks` applicable to this `UtilizedTransportEquipment`
Item description:
The identifying details of a package or the actual markings that appear on the package(s). This information is provided by the customer.
",
"ArrivalNotice / versionLabel",versionLabel,string,,maxLength=1000,,Warning,"Free text used to indicate a certain version of an arrival notice of a certain type,
for example ""Warning"", ""Updated"", ""Second"", ""Third"" etc.

This is a high-level label with business semantics that does not influence the technical versioning
of arrival notices of the same `typeLabel` issued for the same `transportDocumentReference`,
which relies on the `issueDateTime` instead.",
"ArrivalNoticeNotification",,,,,,,,
"ArrivalNoticeNotification / equipmentReferences",equipmentReferences,"string list",,maxLength=11,,,"References of the equipments for which this arrival notice was created
Item description:
The unique identifier for the equipment, which should follow the BIC ISO Container Identification Number where possible.

According to ISO 6346, a container identification code consists of a 4-letter prefix and a 7-digit number
(composed of a 3-letter owner code, a category identifier, a serial number, and a check-digit).

If a container does not comply with ISO 6346, it is suggested to follow
[Recommendation #2: Containers with non-ISO identification](https://smdg.org/documents/smdg-recommendations)
from SMDG.
",
"ArrivalNoticeNotification / issueDateTime",issueDateTime,"string(date-time)",yes,maxLength=30,,2025-01-23T01:23:45Z,"The date and time when the Arrival Notice was issued.",
"ArrivalNoticeNotification / placeOfDelivery",placeOfDelivery,Location,,,,,"The location where the cargo is handed over by the shipping line to the consignee or its agent and where the
responsibility of the shipping line ceases",
"ArrivalNoticeNotification / placeOfDelivery / address",address,Address,,,,,"Location address",
"ArrivalNoticeNotification / placeOfDelivery / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"ArrivalNoticeNotification / placeOfDelivery / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNoticeNotification / placeOfDelivery / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"ArrivalNoticeNotification / placeOfDelivery / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNoticeNotification / placeOfDelivery / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"ArrivalNoticeNotification / placeOfDelivery / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"ArrivalNoticeNotification / placeOfDelivery / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"ArrivalNoticeNotification / placeOfDelivery / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"ArrivalNoticeNotification / placeOfDelivery / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"ArrivalNoticeNotification / placeOfDelivery / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"ArrivalNoticeNotification / placeOfDelivery / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNoticeNotification / placeOfDelivery / facilityTypeCode",facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
"ArrivalNoticeNotification / placeOfDelivery / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using its geographic coordinates.",
"ArrivalNoticeNotification / placeOfDelivery / geoCoordinate / latitude",latitude,string,,maxLength=20,,33.629152,"Latitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNoticeNotification / placeOfDelivery / geoCoordinate / longitude",longitude,string,,maxLength=20,,-118.587187,"Longitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNoticeNotification / placeOfDelivery / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"ArrivalNoticeNotification / placeOfDelivery / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNoticeNotification / placeOfDeliveryArrivalDate","placeOfDeliveryArrivalDate",ClassifiedDate,,,,,"The date of arrival of the shipment at Place of Delivery.",
"ArrivalNoticeNotification / placeOfDeliveryArrivalDate / classifier",classifier,string,,maxLength=10,,EST,"Classifier denoting whether an event is planned, estimated or actual
- `PLN` - Planned
- `EST` - Estimated
- `ACT` - Actual",
"ArrivalNoticeNotification / placeOfDeliveryArrivalDate / value",value,"string(date)",,,,2025-01-23,"String representation of a date in yyyy-MM-dd format.
Unless otherwise specified, it is a local date in the time zone of the implicitly associated event location.",
"ArrivalNoticeNotification / portOfDischarge",portOfDischarge,Location,,,,,"The location where the cargo is discharged from the last sea-going vessel",
"ArrivalNoticeNotification / portOfDischarge / address",address,Address,,,,,"Location address",
"ArrivalNoticeNotification / portOfDischarge / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"ArrivalNoticeNotification / portOfDischarge / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNoticeNotification / portOfDischarge / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"ArrivalNoticeNotification / portOfDischarge / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNoticeNotification / portOfDischarge / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"ArrivalNoticeNotification / portOfDischarge / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"ArrivalNoticeNotification / portOfDischarge / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"ArrivalNoticeNotification / portOfDischarge / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"ArrivalNoticeNotification / portOfDischarge / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"ArrivalNoticeNotification / portOfDischarge / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"ArrivalNoticeNotification / portOfDischarge / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNoticeNotification / portOfDischarge / facilityTypeCode",facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
"ArrivalNoticeNotification / portOfDischarge / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using its geographic coordinates.",
"ArrivalNoticeNotification / portOfDischarge / geoCoordinate / latitude",latitude,string,,maxLength=20,,33.629152,"Latitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNoticeNotification / portOfDischarge / geoCoordinate / longitude",longitude,string,,maxLength=20,,-118.587187,"Longitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNoticeNotification / portOfDischarge / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"ArrivalNoticeNotification / portOfDischarge / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNoticeNotification / portOfDischargeArrivalDate","portOfDischargeArrivalDate",ClassifiedDate,,,,,"The date of arrival of the vessel at the Port of Discharge.",
"ArrivalNoticeNotification / portOfDischargeArrivalDate / classifier",classifier,string,,maxLength=10,,EST,"Classifier denoting whether an event is planned, estimated or actual
- `PLN` - Planned
- `EST` - Estimated
- `ACT` - Actual",
"ArrivalNoticeNotification / portOfDischargeArrivalDate / value",value,"string(date)",,,,2025-01-23,"String representation of a date in yyyy-MM-dd format.
Unless otherwise specified, it is a local date in the time zone of the implicitly associated event location.",
"ArrivalNoticeNotification / transportDocumentReference","transportDocumentReference",string,yes,maxLength=20,,HHL71800000,"The reference of the transport document for which this arrival notice was created",
"ArrivalNoticeNotification / typeLabel",typeLabel,string,,maxLength=1000,,"English, consignee, USD","Free-format identifier used to specify a certain type of arrival notice,
for example ""English, consignee, USD"" or ""No charges, French"".

Each publisher can choose their own criteria by which they categorize arrival notices,
as well as the format of this property. However, for each arrival notice publisher
the format must be consistent and predictable, in order to allow receivers
to programmatically determine whether each received arrival notice overrides
an earlier version of the arrival notice ""of the same type"" for the same transport document.

An arrival notice (including all its versions) is uniquely identified by the combination
of the `transportDocumentReference` and this `typeLabel`. Each version of an arrival notice
is uniquely identified by the combination of the `transportDocumentReference`, this `typeLabel`
and the `issueDateTime`.

Among the versions of arrival notices of the same type issued for the same transport document,
a version with a newer `issueDateTime` overrides a version with an older `issueDateTime`,
regardless of the `versionLabel` (which is a high-level label with business semantics
and may or may not change between timestamped versions).",
"ArrivalNoticeNotification / versionLabel",versionLabel,string,,maxLength=1000,,Warning,"Free text used to indicate a certain version of an arrival notice of a certain type,
for example ""Warning"", ""Updated"", ""Second"", ""Third"" etc.

This is a high-level label with business semantics that does not influence the technical versioning
of arrival notices of the same `typeLabel` issued for the same `transportDocumentReference`,
which relies on the `issueDateTime` instead.",
FeedbackElement,,,,,,,,
"FeedbackElement / message",message,string,,maxLength=5000,,"The facility SMDG code does not match the location UN/LOCODE","Human readable feedback message that can be programmatically relayed
to a user of the arrival notice publishing organization",
"FeedbackElement / propertyPath",propertyPath,string,,maxLength=1000,,"$.arrivalNotices[2].pickupInformation.pickupLocation","[JSONPath](https://github.com/json-path/JsonPath) within the request message of the specific property
about which the feedback is provided (if applicable)",
"FeedbackElement / severity",severity,string,,maxLength=50,,ERROR,"Code denoting the severity of a `FeedbackElement`

- `ERROR` - Error that fully or partially prevents the correct processing of the request
- `WARN` - Warning about the request being processed in a potentially unexpected way
- `INFO` - Informational message about how the request is processed",
